name,platform,global_sales,critic_score,critic_count,user_score,user_count
Tenchu: Shadow Assassins,PSP,0.11,68,18,8.9,11
Tengai Makyo: Dai Yon no Mokushiroku,PSP,0.01,,,,
Tenjin Ranman: Happy GO Lucky!!,PSP,0.01,,,,
Terminator Salvation,PS3,0.49,43,41,4.6,44
Terminator Salvation,X360,0.33,48,50,5,47
Terraria,PS3,0.13,81,12,7.7,51
Terraria,X360,0.04,81,39,7.3,116
Test Drive Unlimited,PSP,0.48,80,18,7.3,27
Test Drive Unlimited,X360,0.3,82,69,8,77
Test Drive Unlimited 2,X360,0.65,68,61,6.5,80
Test Drive Unlimited 2,PS3,0.55,70,43,5.7,35
Test Drive: Ferrari Legends,X360,0.03,61,21,5.6,27
Test Drive: Ferrari Legends,PS3,0.02,62,19,4.9,22
Tetris Axis,3DS,0.36,74,33,6.4,19
Tetris Evolution,X360,0.08,52,21,,
Tetris Party Deluxe,Wii,0.53,72,19,7.5,4
th!nk Logic Trainer,Wii,0.01,,,,
The $1 Pyramid,Wii,0.07,,,,
The 3rd Birthday,PSP,0.47,71,56,5.9,70
The Adventures of Tintin: The Game,Wii,0.29,,,,
The Adventures of Tintin: The Game,PS3,0.23,59,27,5.4,10
The Adventures of Tintin: The Game,X360,0.21,63,35,5.8,8
The Adventures of Tintin: The Game,3DS,0.13,56,8,5.1,8
The Amazing Race,Wii,0.12,,,,
The Amazing Spider-Man (Console Version),PS3,0.59,,,,
The Amazing Spider-Man (Console Version),X360,0.57,,,,
The Amazing Spider-Man (Console Version),3DS,0.14,,,,
The Amazing Spider-Man (Console Version),Wii,0.12,,,,
The Amazing Spider-Man (Console Version),WiiU,0.03,,,,
The Ant Bully,Wii,0.09,45,12,1.4,5
The Bachelor: The Videogame,Wii,0.1,,,,
The Beatles: Rock Band,Wii,1.68,89,25,8.7,33
The Beatles: Rock Band,X360,1.28,89,76,8.7,110
The Beatles: Rock Band,PS3,1.06,88,60,8.6,48
The Biggest Loser,Wii,1.05,74,5,8.1,32
The Biggest Loser: Challenge,Wii,0.63,,,,
The Biggest Loser: Ultimate Workout,X360,0.84,68,11,,
The BIGS,Wii,0.36,66,15,7.1,14
The BIGS,X360,0.26,79,23,8.9,20
The BIGS,PS3,0.16,77,19,6.9,10
The BIGS,PSP,0.11,72,9,,
The BIGS 2,Wii,0.28,68,5,8.5,6
The BIGS 2,X360,0.19,76,31,6.1,33
The BIGS 2,PS3,0.12,80,18,7.6,16
The BIGS 2,PSP,0.1,67,5,,
The Black Eyed Peas Experience,Wii,0.56,,,,
The Black Eyed Peas Experience,X360,0.29,66,17,5.8,8
The Cages: Pro Style Batting Practice,Wii,0.01,,,,
The Chronicles of Narnia: Prince Caspian,Wii,0.35,63,5,7.1,12
The Chronicles of Narnia: Prince Caspian,X360,0.17,56,24,7.5,13
The Chronicles of Narnia: Prince Caspian,PS3,0.15,56,16,6.2,6
The Chronicles of Riddick: Assault on Dark Athena,X360,0.27,82,67,8.1,54
The Chronicles of Riddick: Assault on Dark Athena,PS3,0.21,80,45,7.5,31
The Club,X360,0.26,76,63,6.7,38
The Club,PS3,0.2,72,42,6.5,15
The Con,PSP,0.17,63,37,8.3,14
The Conduit,Wii,0.55,69,79,8.2,251
The Conveni Portable,PSP,0.01,,,,
The Croods: Prehistoric Party!,3DS,0.02,,,,
The Croods: Prehistoric Party!,WiiU,0.02,,,,
The Croods: Prehistoric Party!,Wii,0.01,,,,
The Cursed Crusade,PS3,0.14,45,17,5,18
The Cursed Crusade,X360,0.12,39,27,3.3,22
The Daring Game for Girls,Wii,0.09,,,,
The Darkness,PS3,0.63,80,35,7.6,78
The Darkness,X360,0.41,82,63,8.1,159
The Darkness II,X360,0.33,80,71,7.5,190
The Darkness II,PS3,0.26,79,28,7.7,101
The Destiny of Zorro,Wii,0.1,,,,
The Dog Island,Wii,0.37,70,4,7.7,9
The Elder Scrolls IV: Oblivion,X360,4.12,94,90,8.7,938
The Elder Scrolls IV: Oblivion,PS3,2.91,93,45,7.9,474
The Elder Scrolls V: Skyrim,X360,7.8,96,89,8.4,2938
The Elder Scrolls V: Skyrim,PS3,5.29,92,16,6,2045
The Eye of Judgment,PS3,0.33,75,43,8.4,47
The Eye of Judgment: Legends,PSP,0.01,69,17,8.7,13
The Fast and the Furious,PSP,0.02,58,7,5.4,5
The Fight: Lights Out,PS3,0.51,48,39,7.5,67
The First Templar,X360,0.08,52,21,5.9,20
The God of War Trilogy,PS3,0.12,,,,
The Godfather (JP sales),X360,0.01,,,,
The Godfather (US & Others sales),X360,0.21,,,,
The Godfather II,X360,0.76,65,72,6.8,47
The Godfather II,PS3,0.7,67,53,7,39
The Godfather: Blackhand Edition,Wii,0.15,77,38,8.8,43
The Godfather: Dons Edition,PS3,0.27,,,,
The Godfather: Mob Wars,PSP,0.1,59,34,8.4,12
The Golden Compass,Wii,0.59,35,12,6.8,6
The Golden Compass,X360,0.44,41,25,3,12
The Golden Compass,PSP,0.37,28,4,3.5,6
The Golden Compass,PS3,0.27,40,17,3.8,12
The Grim Adventures of Billy & Mandy,Wii,0.05,,,,
The Gunstringer,X360,0.36,77,60,8,36
The Hardy Boys: The Hidden Theft,Wii,0.09,50,5,,
The Hidden,3DS,0.07,,,2.8,4
The History Channel: Battle for the Pacific,PS3,0.07,36,7,2.4,15
The History Channel: Civil War - Secret Missions,PS3,0.1,,,,
The History Channel: Great Battles - Medieval,X360,0.1,,,,
The History Channel: Great Battles - Medieval,PS3,0.03,,,,
The House of the Dead 2 & 3 Return,Wii,1.42,,,,
The House of the Dead: Overkill,Wii,0.82,78,65,8.9,84
The House of the Dead: Overkill - Extended Cut,PS3,0.31,,,,
The Hustle: Detroit Streets,PSP,0.07,51,11,5.3,4
The ICO & Shadow of the Colossus Collection,PS3,1.08,,,,
The Idolm@ster,X360,0.08,,,,
The Idolm@ster 2,PS3,0.16,,,,
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,0.23,,,,
The Idolm@ster Twins,X360,0.01,,,,
The IdolM@ster: Gravure For You! Vol. 6,PS3,0.03,,,,
The Idolm@ster: Live for You!,X360,0.07,,,,
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,0.17,,,,
The Idolmaster 2,X360,0.05,,,,
The Idolmaster: Gravure For You! Vol. 2,PS3,0.05,,,,
The Idolmaster: Gravure For You! Vol. 3,PS3,0.08,,,,
The Idolmaster: Gravure For You! Vol. 4,PS3,0.03,,,,
The Idolmaster: Gravure For You! Vol. 5,PS3,0.03,,,,
The Idolmaster: Gravure For You! Vol.7,PS3,0.02,,,,
The Idolmaster: Gravure For You! Vol.8,PS3,0.02,,,,
The Idolmaster: Gravure For You! Vol.9,PS3,0.02,,,,
The Incredible Hulk,Wii,0.3,46,21,,
The Incredible Hulk,X360,0.24,55,42,6.3,23
The Incredible Hulk,PS3,0.24,55,26,7.1,16
The Island of Dr. Frankenstein,Wii,0.03,26,6,,
The Jak and Daxter Collection,PS3,0.69,,,,
The King of Fighters Collection: The Orochi Saga,Wii,0.1,70,15,,
The King of Fighters Collection: The Orochi Saga,PSP,0.07,61,16,8,6
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,0.03,,,,
The King of Fighters XII,PS3,0.14,57,48,5.2,44
The King of Fighters XII,X360,0.1,63,57,4,30
The King of Fighters XIII,X360,0.31,79,31,8.3,38
The King of Fighters XIII,PS3,0.27,77,26,8.2,53
The Kore Gang,Wii,0.04,70,10,8.8,5
The Last Airbender,Wii,0.2,53,4,6.6,5
The Last Guy,PS3,0.03,77,33,7.4,19
The Last of Us,PS3,4.28,95,98,9.1,5223
The Last Remnant,X360,0.66,66,49,7,110
The Last Story,Wii,0.59,80,61,8.4,118
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,0.14,63,25,8.3,8
The Legend of Heroes III: Song of the Ocean,PSP,0.03,58,17,8.3,4
The Legend of Heroes VI: Sora no Kiseki Second Chapter,PSP,0.06,,,,
The Legend of Heroes VI: Sora no Kiseki Second Chapter,PS3,0.02,,,,
The Legend of Heroes VI: Sora no Kiseki the 3rd,PSP,0.07,,,,
The Legend of Heroes VI: Sora no Kiseki the 3rd,PS3,0.01,,,,
The Legend of Heroes: A Tear of Vermillion,PSP,0.09,68,24,8.2,22
The Legend of Heroes: Ao no Kiseki,PSP,0.2,,,,
The Legend of Heroes: Sen no Kiseki,PSV,0.13,,,,
The Legend of Heroes: Sen no Kiseki,PS3,0.1,,,,
The Legend of Spyro: Dawn of the Dragon,Wii,0.54,64,11,7.2,12
The Legend of Spyro: Dawn of the Dragon,PS3,0.39,59,22,6.3,16
The Legend of Spyro: Dawn of the Dragon,X360,0.29,62,35,7.5,20
The Legend of Spyro: The Eternal Night,Wii,0.2,60,8,7.2,9
The Legend of Zelda: A Link Between Worlds,3DS,1.89,91,80,9,470
The Legend of Zelda: Ocarina of Time,3DS,3.29,,,,
The Legend of Zelda: Skyward Sword,Wii,3.72,93,81,7.8,1433
The Legend of Zelda: The Wind Waker,WiiU,0.83,,,,
The Legend of Zelda: Twilight Princess,Wii,6.92,95,73,9,1250
The Lord of the Rings: Aragorn's Quest,Wii,0.21,58,22,7.8,5
The Lord of the Rings: Aragorn's Quest,PS3,0.13,58,12,5.5,6
The Lord of the Rings: Aragorn's Quest,PSP,0.07,,,,
The Lord of the Rings: Conquest,PS3,0.69,54,45,6.8,46
The Lord of the Rings: Conquest,X360,0.59,55,58,6.9,100
The Lord of the Rings: The Battle for Middle-Earth II,X360,0.03,79,50,7.5,71
The Lord of the Rings: War in the North,X360,0.69,61,48,7.4,88
The Lord of the Rings: War in the North,PS3,0.67,63,33,6.8,73
The Monkey King: The Legend Begins,Wii,0.04,,,,
The Mummy: Tomb of the Dragon Emperor,Wii,0.08,39,7,,
The Munchables,Wii,0.18,71,33,8.2,5
The Naked Brothers Band: The Video Game,Wii,0.21,,,,
The Orange Box,X360,1.74,96,54,8.9,679
The Orange Box,PS3,1,89,21,8.3,150
The Oregon Trail,Wii,0.14,,,,
The Oregon Trail,3DS,0.1,,,,
The Outfit,X360,0.24,70,52,7.5,43
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,0.09,,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,0.06,,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,0.06,,,,
The Price is Right,Wii,0.81,,,4.3,9
The Price is Right 2010 Edition,Wii,0.24,,,,
The Price is Right: Decades,Wii,0.1,,,,
The Price is Right: Decades,X360,0.09,,,,
The Princess and the Frog,Wii,0.44,,,,
The Saboteur,X360,0.48,73,69,8.4,119
The Saboteur,PS3,0.43,72,54,8.2,97
The Secret Saturdays: Beasts of the 5th Sun,Wii,0.09,60,8,,
The Secret Saturdays: Beasts of the 5th Sun,PSP,0.07,,,,
The Shoot,PS3,0.3,60,39,6.2,11
The Simpsons Game,PSP,1.03,59,7,6.5,13
The Simpsons Game,X360,1,71,52,7.4,52
The Simpsons Game,Wii,0.99,64,19,5.7,31
The Simpsons Game,PS3,0.83,71,30,7.3,32
The Sims 2,PSP,1.31,65,17,6.8,27
The Sims 2: Castaway,Wii,1.18,73,19,8.6,7
The Sims 2: Castaway,PSP,0.76,64,5,7.4,15
The Sims 2: Pets,PSP,0.78,57,9,7.8,9
The Sims 2: Pets,Wii,0.46,65,15,,
The Sims 3,X360,1.36,76,42,7.2,51
The Sims 3,Wii,1.24,,,2.5,26
The Sims 3,PS3,1.16,78,39,6.4,33
The Sims 3,3DS,0.38,52,29,2.9,22
The Sims 3 (Mobile Versions),X360,0.54,,,,
The Sims 3 (Mobile Versions),PS3,0.41,,,,
The Sims 3 (Mobile Versions),3DS,0.25,,,,
The Sky Crawlers: Innocent Aces,Wii,0.11,74,42,8.6,11
The Sly Collection,PS3,0.49,85,46,8.8,130
The Smurfs 2,X360,0.08,,,4.1,11
The Smurfs 2,Wii,0.07,,,,
The Smurfs 2,PS3,0.06,,,1.3,4
The Smurfs 2,WiiU,0.02,42,5,4.5,12
The Smurfs: Dance Party,Wii,0.25,,,,
The Spiderwick Chronicles,Wii,0.19,62,13,,
The Spiderwick Chronicles,X360,0.1,59,40,,
The Tale of Despereaux,Wii,0.04,,,,
The Testament of Sherlock Holmes,PS3,0.17,65,16,7.9,17
The Testament of Sherlock Holmes,X360,0.01,64,24,7.6,27
The Tomb Raider Trilogy,PS3,0.72,78,37,7.8,41
The Ultimate Battle of the Sexes,Wii,0.01,,,,
The Ultimate Red Ball Challenge,Wii,0.2,,,,
The Walking Dead: A Telltale Games Series,X360,0.59,92,12,8.5,880
The Walking Dead: A Telltale Games Series,PS3,0.52,94,6,8.7,376
The Walking Dead: A Telltale Games Series,PSV,0.02,82,7,8.7,71
The Walking Dead: Survival Instinct,X360,0.41,32,30,4,384
The Walking Dead: Survival Instinct,PS3,0.3,34,14,3.5,182
The Walking Dead: Survival Instinct,WiiU,0.05,,,4.1,47
The Warriors,PSP,0.26,81,36,8.4,15
The Witch and the Hundred Soldiers,PS3,0.09,,,,
The Witcher 2: Assassins of Kings,X360,0.73,88,82,8.4,635
The Wonderful 101,WiiU,0.16,78,75,8.4,245
The X-Factor,Wii,0.32,,,,
The X-Factor,PS3,0.11,,,,
The X-Factor,X360,0.08,,,,
Theatrhythm: Final Fantasy,3DS,0.45,78,60,8,96
thinkSMART FAMILY!,Wii,0.03,,,,
Thomas & Friends: Hero of the Rails,Wii,0.01,,,,
Thor: God of Thunder,Wii,0.13,56,14,7.8,8
Thor: God of Thunder,X360,0.12,38,40,5.4,21
Thor: God of Thunder,PS3,0.1,39,35,3.7,15
Thor: God of Thunder,3DS,0.07,55,10,2.8,4
Thrillville,PSP,0.2,72,13,7.4,15
Thrillville: Off the Rails,Wii,0.42,70,14,7,12
Thrillville: Off the Rails,X360,0.14,73,24,7.4,10
Thrillville: Off the Rails,PSP,0.09,72,7,,
Tiger & Bunny: Hero's Day,PSP,0.02,,,,
Tiger & Bunny: On-Air Jack!,PSP,0.03,,,,
Tiger Woods PGA Tour,PSP,0.21,78,25,8.7,11
Tiger Woods PGA Tour 06,X360,0.3,71,36,7.4,8
Tiger Woods PGA Tour 06,PSP,0.2,80,15,9,7
Tiger Woods PGA Tour 07,PS3,0.49,81,30,,
Tiger Woods PGA Tour 07,X360,0.47,80,44,7.9,21
Tiger Woods PGA Tour 07,Wii,0.46,71,41,6.9,44
Tiger Woods PGA Tour 07,PSP,0.27,78,23,,
Tiger Woods PGA Tour 08,Wii,1.01,72,24,7,22
Tiger Woods PGA Tour 08,PS3,0.71,79,30,6.6,7
Tiger Woods PGA Tour 08,X360,0.54,80,45,7.7,25
Tiger Woods PGA Tour 08,PSP,0.37,72,8,,
Tiger Woods PGA Tour 09,PS3,0.64,82,34,7.2,9
Tiger Woods PGA Tour 09,X360,0.64,84,41,8.2,26
Tiger Woods PGA Tour 09,PSP,0.35,53,4,5.5,6
Tiger Woods PGA Tour 09 All-Play,Wii,1.41,81,18,8.7,33
Tiger Woods PGA Tour 10,Wii,1.05,88,44,8.8,56
Tiger Woods PGA Tour 10,PS3,0.76,81,38,7.4,8
Tiger Woods PGA Tour 10,X360,0.63,80,51,7.1,18
Tiger Woods PGA Tour 10,PSP,0.22,70,7,,
Tiger Woods PGA Tour 11,PS3,0.79,78,40,6.6,16
Tiger Woods PGA Tour 11,Wii,0.52,84,29,8.2,24
Tiger Woods PGA Tour 11,X360,0.49,79,51,7.7,17
Tiger Woods PGA Tour 12: The Masters,PS3,0.82,80,41,7.3,16
Tiger Woods PGA Tour 12: The Masters,X360,0.57,80,50,5.9,22
Tiger Woods PGA Tour 12: The Masters,Wii,0.32,85,14,7.7,6
Tiger Woods PGA Tour 13,X360,0.45,77,47,5.6,37
Tiger Woods PGA Tour 13,PS3,0.44,75,14,5.7,9
Tiger Woods PGA Tour 14,X360,0.24,77,28,5.7,21
Tiger Woods PGA Tour 14,PS3,0.23,74,28,3.8,24
Time Crisis 4,PS3,0.82,60,52,7.6,20
Time Crisis: Razing Storm,PS3,0.47,58,49,6.3,13
Time Leap,X360,0.01,,,,
Time Travelers,PSV,0.05,,,,
Time Travelers,3DS,0.04,,,,
Time Travelers,PSP,0.01,,,,
TimeShift,X360,0.39,70,58,7.9,58
TimeShift,PS3,0.15,70,16,6.9,19
Titanic Mystery,Wii,0.01,,,,
TMNT,X360,0.39,58,31,6.4,25
TMNT,Wii,0.25,60,17,6.2,9
TMNT,PSP,0.1,37,7,3.1,7
TNA iMPACT: Cross the Line,PSP,0.05,50,6,,
TNA iMPACT!,X360,0.43,,,,
TNA iMPACT!,PS3,0.37,,,,
TNA iMPACT!,Wii,0.15,,,,
To Heart 2 DX Plus,PS3,0.05,,,,
To Heart 2 Portable,PSP,0.04,,,,
To Heart 2: Dungeon Travelers,PSP,0.11,,,,
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,0.03,,,,
Toaru Kagaku no Chou Denjihou,PSP,0.06,,,,
Toaru Majutsu no Index,PSP,0.1,,,,
Toaru Majutsu no Kagaku no Ensemble,PSP,0.03,,,,
TOCA Race Driver 2: Ultimate Racing Simulator,PSP,0.25,,,,
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,0.26,,,,
Toki no Kizuna: Hanayui Tsuzuri,PSP,0.02,,,,
Toki no Kizuna: Sekigahara Kitan,PSP,0.04,,,,
Tokimeki Memorial 4,PSP,0.08,,,,
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,0.07,,,,
Tokimeki Memorial: Forever with You,PSP,0.01,,,,
Tokitowa: Time and Eternity,PS3,0.14,,,,
Tokobot,PSP,0.06,72,30,8.3,7
Tokushu Houdoubu,PSV,0.03,,,,
Tokyo Jungle,PS3,0.26,74,60,8.6,59
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,0.06,,,,
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,0.01,,,,
Tom Clancy's EndWar,X360,0.88,77,63,7.3,50
Tom Clancy's EndWar,PS3,0.6,76,33,6.8,36
Tom Clancy's EndWar,PSP,0.1,68,7,5.3,6
Tom Clancy's Ghost Recon,Wii,0.1,46,21,6.3,7
Tom Clancy's Ghost Recon Advanced Warfighter,X360,1.5,90,78,7.9,185
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,1.01,84,29,8.2,32
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,0.99,86,58,8,77
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,0.52,61,12,7.7,6
Tom Clancy's Ghost Recon: Future Soldier,X360,1.38,79,75,7.2,299
Tom Clancy's Ghost Recon: Future Soldier,PS3,0.84,79,18,6.8,139
Tom Clancy's Ghost Recon: Predator,PSP,0.07,54,15,,
Tom Clancy's Ghost Recon: Shadow Wars,3DS,0.28,77,49,7.9,65
Tom Clancy's HAWX,X360,0.56,73,65,7.2,48
Tom Clancy's HAWX,PS3,0.54,74,35,8.2,31
Tom Clancy's HAWX 2,PS3,0.37,70,30,6.8,13
Tom Clancy's HAWX 2,X360,0.34,68,57,6.2,27
Tom Clancy's HAWX 2,Wii,0.09,47,11,,
Tom Clancy's Politika,PSP,0.01,,,,
Tom Clancy's Rainbow Six: Vegas,X360,1.92,88,69,8.4,179
Tom Clancy's Rainbow Six: Vegas,PS3,1.22,86,32,7.3,61
Tom Clancy's Rainbow Six: Vegas,PSP,0.72,60,20,7,28
Tom Clancy's Rainbow Six: Vegas 2,X360,2.37,82,66,7.8,154
Tom Clancy's Rainbow Six: Vegas 2,PS3,1.31,81,32,8,80
Tom Clancy's Splinter Cell 3D,3DS,0.23,53,32,5.4,20
Tom Clancy's Splinter Cell Trilogy,PS3,0.09,,,,
Tom Clancy's Splinter Cell: Blacklist,X360,0.76,82,58,7.5,314
Tom Clancy's Splinter Cell: Blacklist,PS3,0.68,84,27,7.7,217
Tom Clancy's Splinter Cell: Blacklist,WiiU,0.05,75,5,7.5,104
Tom Clancy's Splinter Cell: Conviction,X360,1.98,85,90,7.7,523
Tom Clancy's Splinter Cell: Double Agent,X360,0.75,85,59,8,114
Tom Clancy's Splinter Cell: Double Agent,PS3,0.23,78,17,6.7,26
Tom Clancy's Splinter Cell: Double Agent,Wii,0.12,61,12,7.3,13
Tom Clancy's Splinter Cell: Essentials,PSP,0.19,58,37,7.8,32
Tomb Raider (2013),PS3,1.84,,,,
Tomb Raider (2013),X360,1.61,,,,
Tomb Raider (2013),PS4,0.14,,,,
Tomb Raider (2013),XOne,0.05,,,,
Tomb Raider: Anniversary,Wii,0.83,73,22,6.9,20
Tomb Raider: Anniversary,PSP,0.54,78,32,8.2,16
Tomb Raider: Anniversary,X360,0.38,77,33,7.9,15
Tomb Raider: Legend,PSP,0.44,67,28,7.7,21
Tomb Raider: Legend,X360,0.32,80,54,6.9,54
Tomb Raider: Underworld,PS3,1.2,75,42,7.1,134
Tomb Raider: Underworld,X360,1.03,76,57,6.4,171
Tomb Raider: Underworld,Wii,0.43,70,12,6.5,14
Tomoyo After: It's a Wonderful Life CS Edition,PSP,0.04,,,,
Tony Hawk: RIDE,Wii,0.93,47,15,4.5,21
Tony Hawk: RIDE,X360,0.58,46,43,2.9,66
Tony Hawk: RIDE,PS3,0.57,44,29,2.2,30
Tony Hawk: Shred,Wii,0.5,,,7,7
Tony Hawk: Shred,X360,0.24,53,10,6.2,9
Tony Hawk: Shred,PS3,0.23,56,5,6.8,5
Tony Hawk's American Wasteland,X360,0.3,75,43,7.1,19
Tony Hawk's Downhill Jam,Wii,0.23,69,42,6.2,13
Tony Hawk's Project 8,PS3,0.59,76,43,7,10
Tony Hawk's Project 8,PSP,0.55,68,11,7.8,13
Tony Hawk's Project 8,X360,0.47,81,65,7.5,33
Tony Hawk's Proving Ground,X360,0.54,72,59,5.4,41
Tony Hawk's Proving Ground,PS3,0.41,73,36,6.4,15
Tony Hawk's Proving Ground,Wii,0.24,57,8,6.2,18
Tony Hawk's Underground 2 Remix,PSP,0.81,83,49,8.2,30
Too Human,X360,0.76,65,80,7,434
Top Gun,PS3,0.04,49,25,4.4,5
Top Gun: Hard Lock,X360,0.04,54,8,3.5,16
Top Gun: Hard Lock,PS3,0.02,,,7.8,10
Top Shot Arcade,Wii,0.1,,,,
Top Spin 2,X360,0.17,75,52,6.8,23
Top Spin 3,Wii,0.58,68,18,5.7,29
Top Spin 3,X360,0.55,78,47,7.7,31
Top Spin 3,PS3,0.54,75,36,7.3,15
Top Spin 4,PS3,0.6,82,37,7.5,41
Top Spin 4,X360,0.36,84,54,8.3,56
Top Spin 4,Wii,0.12,54,8,7.4,7
ToraDora Portable!,PSP,0.08,,,,
Toriko: Gourmet Battle!,3DS,0.05,,,,
Toriko: Gourmet Monsters!,3DS,0.15,,,,
Toriko: Gourmet Survival!,PSP,0.36,,,,
Toriko: Ultimate Survival,3DS,0.02,,,,
Tornado Outbreak,PS3,0.08,69,15,7.3,7
Tornado Outbreak,Wii,0.08,71,7,8.8,4
Tornado Outbreak,X360,0.06,62,12,8,6
Toro to Morimori,PS3,0.01,,,,
Totally Spies! Totally Party,Wii,0.1,,,,
Touch Detective: Nameko Shigeru,3DS,0.07,,,,
Touch My Katamari ,PSV,0.09,69,41,7.4,40
Touch Shot! Love Application,PS3,0.03,,,,
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,0.3,,,,
Toukiden,PSV,0.24,74,19,8.6,45
Toukiden,PSP,0.17,,,,
Tour de France 2011,X360,0.04,46,7,,
Tournament of Legends,Wii,0.05,45,38,6.6,10
Tournament Pool,Wii,0.11,,,,
Toushin Toshi,3DS,0.02,,,,
Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,3DS,0.58,,,,
Toy Story 3: The Video Game,Wii,1.3,,,,
Toy Story 3: The Video Game,PS3,0.96,,,,
Toy Story 3: The Video Game,X360,0.67,,,,
Toy Story 3: The Video Game,PSP,0.59,,,,
Toy Story Mania!,Wii,1.79,49,15,6.7,11
TrackMania: Build to Race,Wii,0.21,74,17,6.8,5
Transformers: Cybertron Adventures,Wii,0.25,41,15,7.1,7
Transformers: Dark of the Moon,PS3,0.26,57,41,5.5,21
Transformers: Dark of the Moon,X360,0.24,59,53,6.8,23
Transformers: Dark of the Moon,3DS,0.18,,,,
Transformers: Dark of the Moon,Wii,0.15,34,14,3.8,4
Transformers: Fall of Cybertron,X360,0.35,79,52,8.4,138
Transformers: Fall of Cybertron,PS3,0.28,77,32,8.1,67
Transformers: Prime,3DS,0.09,,,,
Transformers: Prime,WiiU,0.06,,,,
Transformers: Prime,Wii,0.01,,,,
Transformers: Revenge of the Fallen,PS3,0.64,63,41,6.1,17
Transformers: Revenge of the Fallen,X360,0.6,61,65,7.8,26
Transformers: Revenge of the Fallen,Wii,0.46,53,17,4.1,12
Transformers: Revenge of the Fallen,PSP,0.36,37,6,5.8,11
Transformers: The Game,PSP,0.63,47,18,6.5,18
Transformers: The Game,X360,0.57,52,50,5.4,30
Transformers: The Game,Wii,0.5,53,28,5.5,22
Transformers: The Game,PS3,0.36,54,30,5.9,12
Transformers: War for Cybertron,X360,0.53,76,69,8.6,207
Transformers: War for Cybertron,PS3,0.44,77,45,8.4,99
Trauma Center: New Blood,Wii,0.28,77,43,8.2,15
Trauma Center: Second Opinion,Wii,0.33,80,49,8,47
Trauma Team,Wii,0.16,82,29,8.6,20
Traxxpad: Portable Studio,PSP,0.01,,,,
Trick x Logic: Season 1,PSP,0.05,,,,
Trick x Logic: Season 2,PSP,0.04,,,,
Trine 2,WiiU,0.01,,,,
Trinity Universe,PS3,0.16,62,25,7.8,26
TRINITY: Souls of Zill O'll,PS3,0.1,55,34,5.8,29
Triple Crown Championship Snowboarding,Wii,0.02,,,,
Triple Pack: Xbox Live Arcade Compilation,X360,0.02,,,,
Trivial Pursuit,Wii,0.54,67,11,,
Trivial Pursuit,X360,0.36,66,19,6.5,8
Trivial Pursuit,PS3,0.23,66,13,7.1,7
Trivial Pursuit: Bet You Know It,Wii,0.12,,,,
TRON: Evolution,PS3,0.35,58,47,5.8,22
TRON: Evolution,X360,0.27,58,51,5.9,37
TRON: Evolution,PSP,0.1,,,,
TRON: Evolution - Battle Grids,Wii,0.19,,,,
Tropico 3,X360,0.2,75,33,6.9,20
Tropico 4,X360,0.29,77,18,7.4,23
Truck Racer,Wii,0.01,,,,
Truth or Lies,X360,0.1,28,6,4.2,5
Truth or Lies,Wii,0.09,,,,
Truth or Lies,PS3,0.07,,,,
Tsuku Monogatari,PSP,0.03,,,,
Tsuyo Kiss 2 Portable,PSP,0.02,,,,
Tsuyo Kiss 3 Portable,PSP,0.01,,,,
Turbo Trainz,Wii,0.01,,,,
Turbo: Super Stunt Squad,3DS,0.01,,,4,4
Turbo: Super Stunt Squad,Wii,0.01,,,,
Turning Point: Fall of Liberty,X360,0.28,43,45,6.8,80
Turning Point: Fall of Liberty,PS3,0.23,42,28,5.5,30
Turok,X360,0.72,69,63,7.3,106
Turok,PS3,0.63,67,38,6.2,36
TV Show King Party,Wii,0.65,,,,
TV Superstars,PS3,0.19,56,17,4.3,7
TV Total Events,Wii,0.01,,,,
Twin Strike: Operation Thunder,Wii,0.04,50,7,8.8,4
Twinkle * Crusaders GoGo!,PSP,0.02,,,,
Twisted Metal (2012),PS3,0.69,,,,
Twisted Metal: Head On,PSP,0.76,79,45,8.5,27
Twister Mania,X360,0.1,,,,
Two Worlds,X360,0.69,50,44,5.6,162
Two Worlds II,X360,0.5,67,50,6.6,121
